,사업장명,업태구분명,인허가일자,영업상태명,폐업일자,소재지전체주소,시설총규모
379100,변동소국밥 변동서서갈비,분식,20171102,영업/정상,,대전광역시 서구 변동 60-3번지,89.39
428200,원더우먼,한식,20200410,영업/정상,,대전광역시 서구 변동 21-27번지,36.08
428872,동해수산,한식,20200408,영업/정상,,대전광역시 서구 변동 56-6번지,16.97
429603,초인푸드,식육(숯불구이),20200526,영업/정상,,대전광역시 서구 도마동 157-19번지,22.83
429604,생마라탕,중국식,20200526,영업/정상,,대전광역시 서구 도마동 53-13번지,14.3
429769,회랑별채,한식,20200416,영업/정상,,대전광역시 서구 도마동 172-11번지,40.86
431943,아지트,한식,20200615,영업/정상,,대전광역시 서구 변동 70-9,118.07
432240,백푸드,한식,20180604,영업/정상,,대전광역시 서구 도마동 164-28번지,50.67
432565,제일막곱창,한식,19990108,영업/정상,,대전광역시 서구 도마동 127-4,92.66
435029,행복순대,분식,20200507,영업/정상,,대전광역시 서구 도마동 133-15번지,11.25
435503,푸라닭 대전도마점,호프/통닭,20200511,영업/정상,,대전광역시 서구 도마동 114-4번지 1층,49.8
436522,부어치킨,호프/통닭,20200601,영업/정상,,대전광역시 서구 도마동 40-14,27.88
437051,쏙쏙등갈비,한식,20200406,영업/정상,,대전광역시 서구 도마동 71-68번지,28.36
438194,묵사랑죽사랑,한식,20200429,영업/정상,,대전광역시 서구 도마동 134-1번지,13.62
440404,토종골,한식,20200623,영업/정상,,대전광역시 서구 변동 31-14,87.41
485186,시골집빈대떡,한식,20180810,영업/정상,,대전광역시 서구 변동 253-40번지,19.77
485568,진희네,한식,20180816,영업/정상,,대전광역시 서구 도마동 70-30번지,78.15
485570,모팩스토리 더부리또,기타,20180820,영업/정상,,대전광역시 서구 도마동 330-19번지,27.5
485731,뽕따러가세,한식,20180830,영업/정상,,대전광역시 서구 변동 53-5,97.62
498705,카페2020,기타,20200720,영업/정상,,대전광역시 서구 도마동 194,67.02
499229,감동돼지,식육(숯불구이),20200714,영업/정상,,대전광역시 서구 변동 62-36,14.79
499428,리필순대국밥,한식,20200717,영업/정상,,대전광역시 서구 도마동 35-16,28.08
501032,이팔청춘삼겹살,식육(숯불구이),20140429,영업/정상,,대전광역시 서구 도마동 107-27,39.6
502611,산호푸드,한식,20200805,영업/정상,,대전광역시 서구 도마동 164-31,26.04
503299,안녕닭 배재대점,호프/통닭,20200728,영업/정상,,대전광역시 서구 도마동 50-28,36.11
503631,민휴게커피숍,기타,20200708,영업/정상,,대전광역시 서구 도마동 129-12,62.45
532692,연희소희카페조은,기타,20180917,영업/정상,,대전광역시 서구 도마동 100-28번지,58.99
539668,도마육류정육식당,식육(숯불구이),20170801,영업/정상,,대전광역시 서구 변동 58-4,65.37
539718,맛그랑치킨,통닭(치킨),20110620,영업/정상,,대전광역시 서구 변동 58-4번지 (107호),65.1
539719,채성숙의만인의포차,호프/통닭,20110621,영업/정상,,대전광역시 서구 도마동 47-28번지 1층,30.1
582699,승아네밥도둑,한식,20181029,영업/정상,,대전광역시 서구 도마동 185-14번지,64.2
582955,왕짜장,중국식,20181004,영업/정상,,대전광역시 서구 변동 21-6번지,64.35
584398,만나식당,한식,20181018,영업/정상,,대전광역시 서구 도마동 132-13번지,35.94
588100,황토족발,식육(숯불구이),20110103,영업/정상,,대전광역시 서구 도마동 157-2번지 (1층),64.1
588101,한울해물칼국수,한식,20110112,영업/정상,,대전광역시 서구 도마동 143-32번지 대림연립,68.0
588103,장태산정육식당,한식,20110926,영업/정상,,대전광역시 서구 도마동 15-1번지 (1층 128호),52.99
588104,고봉민김밥 배재대점,한식,20110926,영업/정상,,대전광역시 서구 도마동 50-12번지 (1층),52.99
588112,쿠담,호프/통닭,20070529,영업/정상,,"대전광역시 서구 도마동 50-8번지 (2,3층)",153.06
588161,비단강국밥,한식,20171120,영업/정상,,대전광역시 서구 도마동 133-17번지 1층,30.88
588181,자연매운탕,한식,20031009,영업/정상,,대전광역시 서구 변동 4-15번지,71.62
588187,너와나,호프/통닭,20030602,영업/정상,,대전광역시 서구 도마동 181-23번지 지하1층,91.29
588189,멕시칸치킨,통닭(치킨),20030604,영업/정상,,대전광역시 서구 도마동 15-1번지 도마스토아 119호,29.83
588190,배재골,식육(숯불구이),20030514,영업/정상,,대전광역시 서구 도마동 30-14번지,89.62
588215,신대포차,정종/대포집/소주방,20160504,영업/정상,,대전광역시 서구 도마동 34-5번지,98.94
588231,더(The)센족,한식,20171102,영업/정상,,대전광역시 서구 도마동 49-1번지,92.85
588252,배재돈까스집으로,경양식,20031023,영업/정상,,대전광역시 서구 도마동 50-32번지,64.33
588270,마루,분식,20071001,영업/정상,,대전광역시 서구 도마동 330-22번지 (1층),49.5
588271,더 맛있는 커피,통닭(치킨),20071004,영업/정상,,대전광역시 서구 도마동 120-21번지 1층,48.84
588273,신토식당,한식,20030625,영업/정상,,대전광역시 서구 도마동 40-14번지 1층,66.21
588274,마이산인삼순대,호프/통닭,20030625,영업/정상,,대전광역시 서구 도마동 109-27번지,122.2
588298,비어캐슬,호프/통닭,20060825,영업/정상,,대전광역시 서구 변동 6-6번지 1층,36.54
588332,대패삼겹살중심으로,식육(숯불구이),20030703,영업/정상,,대전광역시 서구 도마동 69-4번지 삼정하이츠상가3호,19.64
588336,맘스터치 배재대점,분식,20071019,영업/정상,,대전광역시 서구 도마동 50-6번지 2층,72.62
588345,하얀호프,호프/통닭,20160512,영업/정상,,대전광역시 서구 도마동 127-1번지,27.01
588364,대전황태구이,한식,20070313,영업/정상,,대전광역시 서구 변동 56-14번지 1층,64.58
588365,에꿍이치킨,호프/통닭,20070313,영업/정상,,대전광역시 서구 도마동 153-14번지 1층,31.92
588367,금래원,중국식,20070313,영업/정상,,대전광역시 서구 도마동 329-1번지 1층,117.81
588406,네네치킨,통닭(치킨),20071016,영업/정상,,대전광역시 서구 도마동 101-22번지 (1층),50.5
588417,심쿡,경양식,20170104,영업/정상,,대전광역시 서구 도마동 35-28번지,22.9
588489,제주뒷고기,식육(숯불구이),20060605,영업/정상,,대전광역시 서구 변동 12-43번지 1층,35.49
588506,모던,정종/대포집/소주방,20180228,영업/정상,,대전광역시 서구 도마동 30-14번지,236.05
588572,도마설렁탕,한식,20030315,영업/정상,,대전광역시 서구 도마동 143-13번지,25.08
588598,신가네추어탕,한식,20180604,영업/정상,,대전광역시 서구 도마동 130-18번지,125.13
588689,청춘회포차,회집,20170919,영업/정상,,대전광역시 서구 도마동 26-29번지,95.33
588690,임금돈까스,경양식,20170919,영업/정상,,대전광역시 서구 도마동 30-5번지,106.91
588781,고향흑염소,탕류(보신용),20070122,영업/정상,,대전광역시 서구 도마동 107-29,90.1
588786,동해식당,한식,20101119,영업/정상,,대전광역시 서구 변동 4-38번지 (1층),39.86
588792,장모님손맛,한식,20101112,영업/정상,,"대전광역시 서구 변동 49-1번지 (가동 3,7호)",44.77
588807,신떡,한식,20060927,영업/정상,,대전광역시 서구 도마동 47-28번지 1층,37.79
588861,프렌드식당,한식,20070711,영업/정상,,대전광역시 서구 변동 73-8번지 (1층),32.64
588865,배꼽달래기,분식,20070730,영업/정상,,대전광역시 서구 도마동 155-4번지 (1층),68.54
588871,묵호횟집,횟집,20170622,영업/정상,,대전광역시 서구 변동 31-44번지,122.32
588886,제일분식,분식,20101118,영업/정상,,대전광역시 서구 변동 21-23번지 (1층),16.3
588896,골목대장,호프/통닭,20101129,영업/정상,,대전광역시 서구 도마동 39-4번지 (1층),31.24
588908,미정회관,한식,20061013,영업/정상,,대전광역시 서구 도마동 118-15번지 1층,78.21
588951,찌개백반,한식,20120903,영업/정상,,대전광역시 서구 도마동 134-115,83.3
588955,바다회조개찜,한식,20120904,영업/정상,,대전광역시 서구 도마동 106-23,71.28
588976,만수영양탕,한식,20170706,영업/정상,,대전광역시 서구 변동 27-40번지,114.66
588977,문가네빼돌린뒷고기,식육(숯불구이),20170707,영업/정상,,대전광역시 서구 변동 50-9번지,47.6
588996,스칼렛,호프/통닭,20120316,영업/정상,,대전광역시 서구 변동 30-17번지 1층,42.0
589005,뷔페기사식당,한식,20101203,영업/정상,,대전광역시 서구 변동 2-40번지 1층,60.32
589008,속초코다리찜,식육(숯불구이),20070425,영업/정상,,대전광역시 서구 도마동 121-20번지 1층,30.72
589012,복돼지구이,식육(숯불구이),20070427,영업/정상,,대전광역시 서구 도마동 25-25번지 1층,35.02
589016,배재돌구이,식육(숯불구이),20060315,영업/정상,,대전광역시 서구 도마동 25-26번지 1층,52.12
589035,홀리데이,호프/통닭,20060405,영업/정상,,대전광역시 서구 변동 34-38번지 (지하1층),76.0
589070,변동 롱다리치킨,통닭(치킨),20110328,영업/정상,,대전광역시 서구 변동 33-31번지 (1층),43.82
589098,처갓집양념치킨 도마점,통닭(치킨),20110908,영업/정상,,대전광역시 서구 도마동 34-33번지 1층,31.22
589101,해동토종칼국수족발,한식,20061016,영업/정상,,대전광역시 서구 도마동 565-70번지,208.64
589105,이수감자탕,한식,20070503,영업/정상,,대전광역시 서구 도마동 121-13번지 1층,53.35
589108,포갬,호프/통닭,20061025,영업/정상,,대전광역시 서구 도마동 34-42번지 1층,53.28
589143,참숯마을구이마당,식육(숯불구이),20110330,영업/정상,,대전광역시 서구 도마동 333-32번지 지하1층,129.69
589160,후루룩애한접시,한식,20110526,영업/정상,,대전광역시 서구 도마동 66-11번지 (1층),27.41
589166,파를품은닭 앤 홍대마약떡볶이,통닭(치킨),20120322,영업/정상,,대전광역시 서구 도마동 46-27번지 1층,20.29
589189,황짬뽕,중국식,20171016,영업/정상,,대전광역시 서구 도마동 125-24번지,83.11
589237,4학년2반홍반장,호프/통닭,20111201,영업/정상,,대전광역시 서구 도마동 335-6번지 1층,21.39
589243,5.5닭갈비,한식,20110428,영업/정상,,대전광역시 서구 도마동 41-6번지 1층,88.34
589264,도마순대,한식,20120402,영업/정상,,대전광역시 서구 도마동 143-8번지 1층,50.46
589273,가새바우,한식,20120413,영업/정상,,대전광역시 서구 도마동 17-4번지 1층,54.6
589278,음식명가가마솥,한식,20110921,영업/정상,,대전광역시 서구 도마동 85-14번지 (1층),59.4
589288,만추,호프/통닭,20120417,영업/정상,,대전광역시 서구 도마동 126-6번지 1층,27.88
589294,그레이트대디,한식,20070522,영업/정상,,대전광역시 서구 도마동 101-22번지 1층,50.5
589303,종호네매운갈비,식육(숯불구이),20060510,영업/정상,,대전광역시 서구 도마동 113-8번지,67.35
589315,홍능맛집,식육(숯불구이),20061218,영업/정상,,대전광역시 서구 도마동 174-1번지,68.56
589321,민이네김밥,분식,20070627,영업/정상,,대전광역시 서구 도마동 129-11번지 (1층),57.0
589349,한민순대,한식,20171222,영업/정상,,대전광역시 서구 도마동 134-5번지,7.6
589355,아미띠에,한식,20171226,영업/정상,,대전광역시 서구 도마동 417-2번지,102.85
589364,민기네비빔밥,한식,20180413,영업/정상,,대전광역시 서구 도마동 143-24번지,47.2
589377,길모퉁이,호프/통닭,20180122,영업/정상,,대전광역시 서구 도마동 69-1번지,112.25
589423,불로불로꼬치,호프/통닭,20070622,영업/정상,,대전광역시 서구 도마동 52-6번지 (1층),51.69
589425,더블치킨,통닭(치킨),20070627,영업/정상,,대전광역시 서구 도마동 75-6번지 (1층),46.15
589427,더가득한패밀리레스토랑,경양식,20171121,영업/정상,,대전광역시 서구 도마동 141-18번지,94.32
589428,고창애풍천민물장어,한식,20171122,영업/정상,,대전광역시 서구 도마동 417-2,393.17
589434,동네대패,식육(숯불구이),20171206,영업/정상,,대전광역시 서구 도마동 41-8번지,31.82
589483,카페오늘,기타,20180131,영업/정상,,대전광역시 서구 변동 13-2번지,31.6
589488,착한선희네식당,한식,20180205,영업/정상,,대전광역시 서구 변동 31-57번지,42.1
589497,순동이네김밥,일식,20180208,영업/정상,,대전광역시 서구 도마동 328-25번지,22.93
589528,쉼표하나,기타,20171115,영업/정상,,대전광역시 서구 도마동 60-36번지 노블레스타운,28.53
589529,룸카페공간,한식,20171115,영업/정상,,대전광역시 서구 도마동 26-29번지,95.34
589530,룸카페공감,한식,20171115,영업/정상,,대전광역시 서구 도마동 26-29번지,95.34
589538,인만면옥,한식,20110207,영업/정상,,대전광역시 서구 도마동 130-10번지 (1층),65.9
589587,부대통령뚝배기 배재대점,한식,20180502,영업/정상,,대전광역시 서구 도마동 25-24번지,65.28
589610,정겨운식당,한식,20120503,영업/정상,,"대전광역시 서구 도마동 143-6번지 ,1층",52.15
589613,켄터키,분식,20111012,영업/정상,,대전광역시 서구 도마동 110-11번지 1층,23.65
589618,동강추어탕&장어구이,한식,20111020,영업/정상,,"대전광역시 서구 변동 72-2,3번지",90.76
589675,동녘에회뜰때,회집,20180220,영업/정상,,대전광역시 서구 도마동 23-2번지,35.16
589677,에스에스일공공일(SS1001),기타,20180221,영업/정상,,대전광역시 서구 도마동 113-6번지,31.46
589778,한잔해,한식,20030416,영업/정상,,대전광역시 서구 도마동 70-8번지,54.61
589807,후덕하고싼집,호프/통닭,20030408,영업/정상,,대전광역시 서구 변동 31-36번지 지하1층,59.28
589809,등뼈감자탕,한식,20030422,영업/정상,,대전광역시 서구 변동 46-7번지,148.05
589819,홍가네칼국수보리밥,한식,20160427,영업/정상,,대전광역시 서구 도마동 174-4번지,85.28
589821,청석골칡냉면장터국밥,냉면집,20160411,영업/정상,,대전광역시 서구 도마동 106-21번지,66.16
589841,이정불고기백반,식육(숯불구이),20030930,영업/정상,,대전광역시 서구 도마동 47-39번지,32.12
589843,오복식당,중국식,20030930,영업/정상,,대전광역시 서구 도마동 90-14번지,37.06
589844,환희실내마차,한식,20031002,영업/정상,,대전광역시 서구 도마동 87-62번지,24.17
589879,빅4 치킨탕수육,한식,20071126,영업/정상,,대전광역시 서구 변동 34-24번지 1층,24.07
589900,금성육가공,식육(숯불구이),20161102,영업/정상,,대전광역시 서구 변동 24-53번지,52.96
589921,엄마김밥&국수에빠지다,분식,20150507,영업/정상,,대전광역시 서구 도마동 143-23번지,29.57
589923,살살고기,식육(숯불구이),20150512,영업/정상,,대전광역시 서구 도마동 194-1번지,51.6
589924,잔치집,분식,20150514,영업/정상,,대전광역시 서구 도마동 131-6번지 1층,64.1
589934,이북순대평양순대국밥,한식,20151112,영업/정상,,대전광역시 서구 변동 7-9,35.1
589939,한철갈비탕,한식,20150526,영업/정상,,대전광역시 서구 도마동 67-15번지,25.3
589943,맛깔국수,한식,20150601,영업/정상,,대전광역시 서구 도마동 87-61번지,22.4
589947,스마일찰진꽈배기,한식,20151123,영업/정상,,대전광역시 서구 도마동 100-16번지,35.65
589971,울타리,한식,20161115,영업/정상,,대전광역시 서구 변동 34-2번지,75.06
590006,달타냥,정종/대포집/소주방,20151126,영업/정상,,대전광역시 서구 도마동 120-4번지,11.58
590023,장충동왕족발보쌈,식육(숯불구이),20151204,영업/정상,,대전광역시 서구 도마동 84-1번지,38.9
590025,고봉민김밥 도마점,김밥(도시락),20150713,영업/정상,,대전광역시 서구 도마동 128-97번지,30.0
590038,바다향기,일식,20150729,영업/정상,,대전광역시 서구 도마동 546번지,39.9
590043,배재주박사,정종/대포집/소주방,20160204,영업/정상,,대전광역시 서구 도마동 49-11번지,77.39
590044,와우족발통닭,식육(숯불구이),20160204,영업/정상,,대전광역시 서구 도마동 134-1번지,11.67
590129,지아족발고기국수집,식육(숯불구이),20150623,영업/정상,,대전광역시 서구 도마동 34-26번지,34.9
590144,진칼국수,한식,20151228,영업/정상,,대전광역시 서구 도마동 142-6번지,49.4
590148,배재아지트,호프/통닭,20150817,영업/정상,,대전광역시 서구 도마동 49-7번지,62.39
590150,목운식당,정종/대포집/소주방,20160120,영업/정상,,대전광역시 서구 변동 288-8번지,42.69
590250,어무이(UMUI),경양식,20160203,영업/정상,,대전광역시 서구 변동 22-62번지,60.79
590253,뭔닭인지알지,호프/통닭,20151224,영업/정상,,대전광역시 서구 변동 253-64번지,18.1
590348,수리술이마수리,정종/대포집/소주방,20151229,영업/정상,,대전광역시 서구 변동 36-43번지,14.25
590350,바로그집,김밥(도시락),20160104,영업/정상,,대전광역시 서구 도마동 86-101번지,23.7
590353,소리샘,정종/대포집/소주방,20160107,영업/정상,,대전광역시 서구 변동 31-44번지,160.5
590364,3.6족발보쌈,식육(숯불구이),20160824,영업/정상,,대전광역시 서구 변동 41-6번지,27.84
590376,와치커피1,경양식,20150903,영업/정상,,대전광역시 서구 도마동 49-10번지,88.4
590383,옛날보리밥,한식,20160303,영업/정상,,대전광역시 서구 도마동 142-18번지,34.4
590398,맛뜨락,한식,20061222,영업/정상,,대전광역시 서구 도마동 146-10번지 1층,92.1
590448,돼지 삼남매,한식,20170119,영업/정상,,대전광역시 서구 변동 62-24번지,60.0
590471,특별한커피 엔알씨티에스 일반음식점2호점,경양식,20160729,영업/정상,,대전광역시 서구 변동 1-3번지,24.24
590528,미선이네맛집,호프/통닭,20180328,영업/정상,,대전광역시 서구 변동 47-25,44.39
590591,새벽옛날통닭,호프/통닭,20160913,영업/정상,,대전광역시 서구 변동 31-57번지,31.63
590599,두리네 밥도둑,한식,20160920,영업/정상,,대전광역시 서구 도마동 93-11번지,35.55
590730,길목식당,한식,20150818,영업/정상,,대전광역시 서구 변동 30-7번지,48.5
590994,민이식당,식육(숯불구이),20180524,영업/정상,,대전광역시 서구 도마동 15-1번지 도마스토아,61.29
590995,좋은사람들,호프/통닭,20180524,영업/정상,,대전광역시 서구 도마동 127-16번지,20.54
591281,양평칼국수,분식,20180329,영업/정상,,대전광역시 서구 도마동 153-11번지,97.63
591288,버드내식당,한식,20180330,영업/정상,,대전광역시 서구 도마동 86-52번지,159.12
591375,한판삼겹살(도마점),호프/통닭,20180403,영업/정상,,대전광역시 서구 도마동 46-5번지,32.2
591565,어반멜로우,기타,20180620,영업/정상,,대전광역시 서구 도마동 124-20번지,34.0
591612,올스타,라이브카페,20150917,영업/정상,,대전광역시 서구 도마동 15-1번지,213.83
591613,신통치킨,호프/통닭,20160414,영업/정상,,대전광역시 서구 변동 47-1번지,47.5
591671,씨케이와이푸드,한식,20180621,영업/정상,,대전광역시 서구 도마동 109-13번지,33.23
591685,다래짬뽕이가냉면,중국식,20160404,영업/정상,,대전광역시 서구 변동 71-12번지,63.04
591690,불고기 만드는 남자,한식,20160322,영업/정상,,대전광역시 서구 도마동 19-41번지,25.84
591704,라문,경양식,20160406,영업/정상,,대전광역시 서구 도마동 37-20번지,81.88
591752,에스바(S-Bar),호프/통닭,20180608,영업/정상,,대전광역시 서구 도마동 108-12번지,22.08
591771,짱이야쥬스카페,기타,20180622,영업/정상,,대전광역시 서구 도마동 134-84번지,23.32
591787,명자네칼국수,분식,20180704,영업/정상,,대전광역시 서구 도마동 69-7번지,70.68
591808,노랑떡볶이,한식,20161013,영업/정상,,대전광역시 서구 도마동 191-7번지,16.74
591817,토리스타특별한커피 변동3호점,경양식,20161024,영업/정상,,대전광역시 서구 변동 58-4번지,113.23
591893,마님국수,분식,20180706,영업/정상,,대전광역시 서구 도마동 47-39번지,16.81
591908,치뽁,분식,20180717,영업/정상,,대전광역시 서구 도마동 148-32번지,57.95
591922,이동밥차(변동고을),한식,20161013,영업/정상,,대전광역시 서구 변동 47-1번지,42.75
592176,고구려,식육(숯불구이),20051111,영업/정상,,대전광역시 서구 도마동 34-16번지,124.15
592558,엄마손김밥,김밥(도시락),20170728,영업/정상,,대전광역시 서구 변동 31-5번지,52.3
645922,서가탕집,식육(숯불구이),20181213,영업/정상,,대전광역시 서구 도마동 122-8번지,45.85
648848,바리스타케이,기타,20181224,영업/정상,,대전광역시 서구 변동 53-60번지,57.29
651535,미러유조개칼국수 본점,한식,20181218,영업/정상,,대전광역시 서구 변동 254-447번지,37.12
651537,왔다삼겹살,식육(숯불구이),20181218,영업/정상,,대전광역시 서구 변동 73-31번지,132.29
658407,정류장호프,호프/통닭,20170615,폐업,20180228,대전광역시 서구 변동 7-39번지,36.9
658432,꼬꾸마시,한식,20080407,폐업,20101026,대전광역시 서구 도마동 35-7번지,59.4
658443,오투치킨,한식,20080410,폐업,20160411,대전광역시 서구 도마동 60-36번지 1층,32.4
658518,열꼬치,패스트푸드,20091014,폐업,20101022,대전광역시 서구 도마동 24-47번지 (1층),41.66
658525,배재촌돌판식당,한식,20080828,폐업,20131031,대전광역시 서구 도마동 14-4번지 1층,131.56
658629,미스터피자배재대점,패스트푸드,20090210,폐업,20170818,대전광역시 서구 도마동 25-6번지 2층,154.0
658630,민정이네생선구이,한식,20090609,폐업,20120514,대전광역시 서구 변동 71-12번지 (1층),58.1
659694,지나와 알라딘치킨,한식,20001123,폐업,20030528,대전광역시 서구 도마동 138-1번지,21.94
659695,아지트식당,기타,20001123,폐업,20040326,대전광역시 서구 도마동 128-5번지,35.89
659934,춤추는두마리치킨,통닭(치킨),20090316,폐업,20101101,대전광역시 서구 도마동 119-8번지 (101호),25.34
659951,참새방앗간,한식,20090324,폐업,20110222,대전광역시 서구 도마동 103-4번지 (1층),23.48
659953,나또가네쌈밥,식육(숯불구이),20090324,폐업,20171128,대전광역시 서구 변동 2-4번지,137.1
659996,이모네김밥천국,김밥(도시락),20090713,폐업,20111213,대전광역시 서구 도마동 35-7번지 (1층),29.56
660015,11번가,한식,20091019,폐업,20170330,대전광역시 서구 도마동 60-11번지 (1층),53.1
660032,델리호프식당,호프/통닭,20091022,폐업,20190318,대전광역시 서구 도마동 74-9번지 1층,27.89
660085,자갈치꼼장어,기타,20141212,폐업,20160414,대전광역시 서구 변동 47-1번지 1층일부,42.75
660090,콜라생맥주전문점,호프/통닭,19961023,폐업,20080721,대전광역시 서구 도마동 358-1번지,100.3
660091,아우디,호프/통닭,19961023,폐업,20170328,대전광역시 서구 도마동 129-33번지,161.72
660107,우정식당,한식,20000804,폐업,20040331,대전광역시 서구 변동 57-3번지,19.35
660114,주왕산얼음골막걸리,호프/통닭,19961101,폐업,20101223,대전광역시 서구 도마동 109-15번지,164.92
660119,길모퉁이에서 식당,한식,20000809,폐업,20011027,대전광역시 서구 도마동 359-10번지 복음상가103호,27.45
660164,바다천국,한식,20080324,폐업,20081027,대전광역시 서구 변동 33-13번지 1층,33.21
660173,제례원,기타,20001128,폐업,20030408,대전광역시 서구 도마동 168-28번지,20.23
660175,엘에이,호프/통닭,20001128,폐업,20120309,대전광역시 서구 변동 61-7번지,49.99
660179,횡성식당,한식,20000811,폐업,20111017,대전광역시 서구 변동 7-4번지 1층,75.03
660182,엄마손분식,한식,20001204,폐업,20021127,대전광역시 서구 변동 21-23번지,16.18
660185,단두리식당,한식,20001128,폐업,20020905,대전광역시 서구 변동 71-11번지,32.45
660188,병팔이불박식당,한식,20100402,폐업,20100624,대전광역시 서구 변동 30-17번지 (1층),29.7
660199,행운꼬치방,호프/통닭,19961108,폐업,20021101,대전광역시 서구 도마동 137-10번지,21.2
660209,빈대붙은주전자,한식,20000825,폐업,20110419,대전광역시 서구 도마동 125-19번지 (1층),18.28
660211,예스타임식당,호프/통닭,20000825,폐업,20011015,대전광역시 서구 도마동 157-19번지,30.56
660223,쏘쏘,경양식,20000921,폐업,20030514,대전광역시 서구 도마동 113-20번지,90.07
660228,밥짓는집,한식,20000925,폐업,20080702,대전광역시 서구 도마동 15-2번지,29.53
660257,조선반점,한식,20001129,폐업,20040107,대전광역시 서구 변동 27-46번지,28.79
660277,맥주창고술통,호프/통닭,20001201,폐업,20190730,대전광역시 서구 도마동 110-12번지,109.36
660278,얼쑤맛있는막걸리,한식,20100412,폐업,20110615,대전광역시 서구 도마동 15-1번지 (106호),16.0
660291,로데오호프식당,호프/통닭,20000828,폐업,20020116,대전광역시 서구 도마동 120-6번지,325.29
660295,버블팝,식육(숯불구이),20100416,폐업,20120720,대전광역시 서구 도마동 109-26번지 (1층),20.24
660298,강정이기가막혀 도마변동점,통닭(치킨),20100419,폐업,20170328,대전광역시 서구 도마동 17-38번지 (1층),33.15
660303,미향칼국수,분식,20001211,폐업,20030428,대전광역시 서구 도마동 71-48번지,30.42
660309,엔엑스세대,한식,20000901,폐업,20040204,대전광역시 서구 도마동 155-10번지,9.62
660311,시원숯불구이,식육(숯불구이),20000902,폐업,20070731,대전광역시 서구 변동 5-1번지,52.66
660314,청명식당,한식,19961121,폐업,20060922,대전광역시 서구 도마동 131-41번지,76.56
660323,연지곤지,한식,20000926,폐업,20170324,대전광역시 서구 도마동 46-6번지 1층,20.37
660327,멕시칸치킨,한식,20000927,폐업,20030220,대전광역시 서구 도마동 108-66번지 (지상1층),15.02
660332,자유공간식당,호프/통닭,19961126,폐업,20170515,대전광역시 서구 변동 16-1번지,16.12
660348,허준이한방보쌈,한식,20001006,폐업,20030212,대전광역시 서구 도마동 170-18번지,48.8
660353,별미칼국수,분식,20001010,폐업,20020520,대전광역시 서구 도마동 186-23번지,27.42
660354,만두박사도마점,분식,20001010,폐업,20060925,대전광역시 서구 도마동 211번지 경남상가1층 101호,31.79
660356,해남본가할매순대국,호프/통닭,20001010,폐업,20180516,대전광역시 서구 도마동 174-1번지 1층,38.23
660359,이카루스식당,한식,20000915,폐업,20011214,대전광역시 서구 도마동 24-19번지,96.98
660369,자금성,중국식,20001017,폐업,20020924,대전광역시 서구 도마동 25-34번지,19.97
660370,꿩먹고알먹고,기타,20001017,폐업,20020614,대전광역시 서구 도마동 123-38번지,23.28
660371,오뚜기분식,분식,20001017,폐업,20020117,대전광역시 서구 도마동 109-10번지,10.44
660390,부뚜막,한식,20080728,폐업,20130329,대전광역시 서구 도마동 121-7번지 (112호),23.89
660397,브라보팡팡치킨,통닭(치킨),20080716,폐업,20100122,대전광역시 서구 도마동 328-26번지 (1층),55.22
660413,동네대패,한식,20100415,폐업,20180927,대전광역시 서구 도마동 40-1번지 1층,15.48
660415,밀밭칼국수도마점,분식,20100415,폐업,20140507,대전광역시 서구 도마동 144-13번지 1층,66.4
660417,소문난소머리국밥,한식,20140421,폐업,20151201,대전광역시 서구 변동 7-39번지,35.34
660422,장어앤오니기리,한식,20100420,폐업,20110111,대전광역시 서구 도마동 14-4번지 (1층),18.48
660432,닭먹고알먹고,한식,20080411,폐업,20080425,대전광역시 서구 변동 49-1번지 가동3호,0.0
660436,웰빙보리밥,통닭(치킨),20001213,폐업,20130318,대전광역시 서구 도마동 86-101번지,33.41
660440,장터식당,한식,20001214,폐업,20040117,대전광역시 서구 도마동 135-21번지,14.28
660443,야호분식,분식,20001215,폐업,20011221,대전광역시 서구 도마동 180-15번지,13.07
660452,선호프마을,기타,20000908,폐업,20030117,대전광역시 서구 도마동 188-7번지,86.24
660479,만남의광장,호프/통닭,20100528,폐업,20120203,대전광역시 서구 변동 253-29번지 (1층),28.98
660486,태양,한식,20001017,폐업,20030129,대전광역시 서구 변동 7-20번지,55.4
660489,수정식당,한식,20001019,폐업,20040107,대전광역시 서구 도마동 87-54번지,70.36
660490,고래사냥,기타,20001019,폐업,20050127,대전광역시 서구 도마동 185-1번지,24.67
660491,노블레스,호프/통닭,20100601,폐업,20130610,대전광역시 서구 도마동 209-5번지 (1층),100.98
660504,불돈생돈배재점,식육(숯불구이),20001025,폐업,20110704,대전광역시 서구 도마동 24-2번지,95.78
660507,오비라운지,호프/통닭,20001027,폐업,20141209,대전광역시 서구 변동 3-13번지 2층,24.65
660508,뜨락식당,한식,20001027,폐업,20090910,대전광역시 서구 변동 16-51번지,45.48
660513,만남사랑식당,한식,20001027,폐업,20030204,대전광역시 서구 도마동 69-7번지,74.29
660514,다모아식당,한식,20001027,폐업,20021113,대전광역시 서구 도마동 49-16번지,17.68
660520,비어메이르,호프/통닭,20001031,폐업,20091104,대전광역시 서구 도마동 146-43번지,31.37
660521,먹세구이촌,한식,20001031,폐업,20060104,대전광역시 서구 도마동 179-20번지,51.51
660558,정가네맛집,분식,20081127,폐업,20170328,대전광역시 서구 도마동 134-6번지 (1층),6.15
